REGION_;year_;mag_max;mag_mean_ylag;mag_count_ylag;mag_min_ylag;mag_median_ylag;mag_max_ylag;mag_std_ylag;depth_mean_ylag;depth_count_ylag;depth_min_ylag;depth_median_ylag;depth_max_ylag;depth_std_ylag;rollsum_3y_mag_mean;rollmin_3y_mag_mean;rollmax_3y_mag_mean;rollmean_3y_mag_mean;rollsum_10y_mag_mean;rollmin_10y_mag_mean;rollmax_10y_mag_mean;rollmean_10y_mag_mean;rollsum_25y_mag_mean;rollmin_25y_mag_mean;rollmax_25y_mag_mean;rollmean_25y_mag_mean;rollsum_50y_mag_mean;rollmin_50y_mag_mean;rollmax_50y_mag_mean;rollmean_50y_mag_mean;rollsum_80y_mag_mean;rollmin_80y_mag_mean;rollmax_80y_mag_mean;rollmean_80y_mag_mean;rollsum_100y_mag_mean;rollmin_100y_mag_mean;rollmax_100y_mag_mean;rollmean_100y_mag_mean;rollsum_3y_mag_count;rollmin_3y_mag_count;rollmax_3y_mag_count;rollmean_3y_mag_count;rollsum_10y_mag_count;rollmin_10y_mag_count;rollmax_10y_mag_count;rollmean_10y_mag_count;rollsum_25y_mag_count;rollmin_25y_mag_count;rollmax_25y_mag_count;rollmean_25y_mag_count;rollsum_50y_mag_count;rollmin_50y_mag_count;rollmax_50y_mag_count;rollmean_50y_mag_count;rollsum_80y_mag_count;rollmin_80y_mag_count;rollmax_80y_mag_count;rollmean_80y_mag_count;rollsum_100y_mag_count;rollmin_100y_mag_count;rollmax_100y_mag_count;rollmean_100y_mag_count;rollsum_3y_mag_min;rollmin_3y_mag_min;rollmax_3y_mag_min;rollmean_3y_mag_min;rollsum_10y_mag_min;rollmin_10y_mag_min;rollmax_10y_mag_min;rollmean_10y_mag_min;rollsum_25y_mag_min;rollmin_25y_mag_min;rollmax_25y_mag_min;rollmean_25y_mag_min;rollsum_50y_mag_min;rollmin_50y_mag_min;rollmax_50y_mag_min;rollmean_50y_mag_min;rollsum_80y_mag_min;rollmin_80y_mag_min;rollmax_80y_mag_min;rollmean_80y_mag_min;rollsum_100y_mag_min;rollmin_100y_mag_min;rollmax_100y_mag_min;rollmean_100y_mag_min;rollsum_3y_mag_median;rollmin_3y_mag_median;rollmax_3y_mag_median;rollmean_3y_mag_median;rollsum_10y_mag_median;rollmin_10y_mag_median;rollmax_10y_mag_median;rollmean_10y_mag_median;rollsum_25y_mag_median;rollmin_25y_mag_median;rollmax_25y_mag_median;rollmean_25y_mag_median;rollsum_50y_mag_median;rollmin_50y_mag_median;rollmax_50y_mag_median;rollmean_50y_mag_median;rollsum_80y_mag_median;rollmin_80y_mag_median;rollmax_80y_mag_median;rollmean_80y_mag_median;rollsum_100y_mag_median;rollmin_100y_mag_median;rollmax_100y_mag_median;rollmean_100y_mag_median;rollsum_3y_mag_max;rollmin_3y_mag_max;rollmax_3y_mag_max;rollmean_3y_mag_max;rollsum_10y_mag_max;rollmin_10y_mag_max;rollmax_10y_mag_max;rollmean_10y_mag_max;rollsum_25y_mag_max;rollmin_25y_mag_max;rollmax_25y_mag_max;rollmean_25y_mag_max;rollsum_50y_mag_max;rollmin_50y_mag_max;rollmax_50y_mag_max;rollmean_50y_mag_max;rollsum_80y_mag_max;rollmin_80y_mag_max;rollmax_80y_mag_max;rollmean_80y_mag_max;rollsum_100y_mag_max;rollmin_100y_mag_max;rollmax_100y_mag_max;rollmean_100y_mag_max;rollsum_3y_mag_std;rollmin_3y_mag_std;rollmax_3y_mag_std;rollmean_3y_mag_std;rollsum_10y_mag_std;rollmin_10y_mag_std;rollmax_10y_mag_std;rollmean_10y_mag_std;rollsum_25y_mag_std;rollmin_25y_mag_std;rollmax_25y_mag_std;rollmean_25y_mag_std;rollsum_50y_mag_std;rollmin_50y_mag_std;rollmax_50y_mag_std;rollmean_50y_mag_std;rollsum_80y_mag_std;rollmin_80y_mag_std;rollmax_80y_mag_std;rollmean_80y_mag_std;rollsum_100y_mag_std;rollmin_100y_mag_std;rollmax_100y_mag_std;rollmean_100y_mag_std;rollsum_3y_depth_mean;rollmin_3y_depth_mean;rollmax_3y_depth_mean;rollmean_3y_depth_mean;rollsum_10y_depth_mean;rollmin_10y_depth_mean;rollmax_10y_depth_mean;rollmean_10y_depth_mean;rollsum_25y_depth_mean;rollmin_25y_depth_mean;rollmax_25y_depth_mean;rollmean_25y_depth_mean;rollsum_50y_depth_mean;rollmin_50y_depth_mean;rollmax_50y_depth_mean;rollmean_50y_depth_mean;rollsum_80y_depth_mean;rollmin_80y_depth_mean;rollmax_80y_depth_mean;rollmean_80y_depth_mean;rollsum_100y_depth_mean;rollmin_100y_depth_mean;rollmax_100y_depth_mean;rollmean_100y_depth_mean;rollsum_3y_depth_count;rollmin_3y_depth_count;rollmax_3y_depth_count;rollmean_3y_depth_count;rollsum_10y_depth_count;rollmin_10y_depth_count;rollmax_10y_depth_count;rollmean_10y_depth_count;rollsum_25y_depth_count;rollmin_25y_depth_count;rollmax_25y_depth_count;rollmean_25y_depth_count;rollsum_50y_depth_count;rollmin_50y_depth_count;rollmax_50y_depth_count;rollmean_50y_depth_count;rollsum_80y_depth_count;rollmin_80y_depth_count;rollmax_80y_depth_count;rollmean_80y_depth_count;rollsum_100y_depth_count;rollmin_100y_depth_count;rollmax_100y_depth_count;rollmean_100y_depth_count;rollsum_3y_depth_min;rollmin_3y_depth_min;rollmax_3y_depth_min;rollmean_3y_depth_min;rollsum_10y_depth_min;rollmin_10y_depth_min;rollmax_10y_depth_min;rollmean_10y_depth_min;rollsum_25y_depth_min;rollmin_25y_depth_min;rollmax_25y_depth_min;rollmean_25y_depth_min;rollsum_50y_depth_min;rollmin_50y_depth_min;rollmax_50y_depth_min;rollmean_50y_depth_min;rollsum_80y_depth_min;rollmin_80y_depth_min;rollmax_80y_depth_min;rollmean_80y_depth_min;rollsum_100y_depth_min;rollmin_100y_depth_min;rollmax_100y_depth_min;rollmean_100y_depth_min;rollsum_3y_depth_median;rollmin_3y_depth_median;rollmax_3y_depth_median;rollmean_3y_depth_median;rollsum_10y_depth_median;rollmin_10y_depth_median;rollmax_10y_depth_median;rollmean_10y_depth_median;rollsum_25y_depth_median;rollmin_25y_depth_median;rollmax_25y_depth_median;rollmean_25y_depth_median;rollsum_50y_depth_median;rollmin_50y_depth_median;rollmax_50y_depth_median;rollmean_50y_depth_median;rollsum_80y_depth_median;rollmin_80y_depth_median;rollmax_80y_depth_median;rollmean_80y_depth_median;rollsum_100y_depth_median;rollmin_100y_depth_median;rollmax_100y_depth_median;rollmean_100y_depth_median;rollsum_3y_depth_max;rollmin_3y_depth_max;rollmax_3y_depth_max;rollmean_3y_depth_max;rollsum_10y_depth_max;rollmin_10y_depth_max;rollmax_10y_depth_max;rollmean_10y_depth_max;rollsum_25y_depth_max;rollmin_25y_depth_max;rollmax_25y_depth_max;rollmean_25y_depth_max;rollsum_50y_depth_max;rollmin_50y_depth_max;rollmax_50y_depth_max;rollmean_50y_depth_max;rollsum_80y_depth_max;rollmin_80y_depth_max;rollmax_80y_depth_max;rollmean_80y_depth_max;rollsum_100y_depth_max;rollmin_100y_depth_max;rollmax_100y_depth_max;rollmean_100y_depth_max;rollsum_3y_depth_std;rollmin_3y_depth_std;rollmax_3y_depth_std;rollmean_3y_depth_std;rollsum_10y_depth_std;rollmin_10y_depth_std;rollmax_10y_depth_std;rollmean_10y_depth_std;rollsum_25y_depth_std;rollmin_25y_depth_std;rollmax_25y_depth_std;rollmean_25y_depth_std;rollsum_50y_depth_std;rollmin_50y_depth_std;rollmax_50y_depth_std;rollmean_50y_depth_std;rollsum_80y_depth_std;rollmin_80y_depth_std;rollmax_80y_depth_std;rollmean_80y_depth_std;rollsum_100y_depth_std;rollmin_100y_depth_std;rollmax_100y_depth_std;rollmean_100y_depth_std;TARGET
Туркестанская область;1992;5.0;5.2;1.0;5.2;5.2;5.2;0.0;20.2;1.0;20.2;20.2;20.2;0.0;9.0;0.0;4.6;3.0;37.35;0.0;5.2;3.735;79.89333333333333;0.0;5.4;3.195733333333333;102.50333333333332;0.0;6.06;2.0500666666666665;119.97333333333331;0.0;6.16;1.4996666666666667;0.0;0.0;0.0;0.0;3.0;0.0;2.0;1.0;34.0;0.0;20.0;3.4;50.0;0.0;20.0;2.0;54.0;0.0;20.0;1.08;57.0;0.0;20.0;0.7125;0.0;0.0;0.0;0.0;9.0;0.0;4.6;3.0;35.8;0.0;5.2;3.58;77.16;0.0;5.4;3.0864;99.77;0.0;6.06;1.9954;117.24;0.0;6.16;1.4655;0.0;0.0;0.0;0.0;9.0;0.0;4.6;3.0;37.3;0.0;5.2;3.73;79.81;0.0;5.4;3.1924;102.42;0.0;6.06;2.0484;119.89;0.0;6.16;1.498625;0.0;0.0;0.0;0.0;9.0;0.0;4.6;3.0;39.1;0.0;5.5;3.91;82.86;0.0;5.5;3.3144;105.47;0.0;6.06;2.1094;122.94;0.0;6.16;1.53675;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5725167618349174;0.0;0.4949747468305837;0.1572516761834917;3.2101935254918628;0.0;0.7778174593052022;0.1284077410196745;3.2101935254918628;0.0;0.7778174593052022;0.0642038705098372;3.2101935254918628;0.0;0.7778174593052022;0.0401274190686482;0.0;0.0;0.0;0.0;66.0;0.0;33.0;22.0;244.705;0.0;41.0;24.4705;555.605;0.0;49.5;22.2242;605.605;0.0;49.5;12.1121;650.605;0.0;49.5;8.1325625;0.0;0.0;0.0;0.0;3.0;0.0;2.0;1.0;34.0;0.0;20.0;3.4;50.0;0.0;20.0;2.0;54.0;0.0;20.0;1.08;57.0;0.0;20.0;0.7125;0.0;0.0;0.0;0.0;66.0;0.0;33.0;22.0;228.2;0.0;33.0;22.82;495.6;0.0;36.0;19.824;545.6;0.0;36.0;10.912;590.6;0.0;36.0;7.3825;0.0;0.0;0.0;0.0;66.0;0.0;33.0;22.0;242.65;0.0;41.0;24.265;553.55;0.0;49.5;22.142;603.55;0.0;49.5;12.071;648.55;0.0;49.5;8.106874999999999;0.0;0.0;0.0;0.0;66.0;0.0;33.0;22.0;267.2;0.0;49.0;26.72;621.6;0.0;66.0;24.864;671.6;0.0;66.0;13.432;716.6;0.0;66.0;8.9575;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.417696925117447;0.0;11.31370849898476;2.041769692511745;81.93598688834709;0.0;23.33452377915607;3.277439475533884;81.93598688834709;0.0;23.33452377915607;1.6387197377669418;81.93598688834709;0.0;23.33452377915607;1.0241998361043383;0.0;0.0;0.0;0.0;False
Туркестанская область;1968;5.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.54;0.0;5.37;3.513333333333333;16.55;0.0;6.01;1.655;16.549999999999997;0.0;6.01;0.6619999999999999;40.08;0.0;6.16;0.8016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.6666666666666666;3.0;0.0;1.0;0.3;3.0;0.0;1.0;0.12;7.0;0.0;1.0;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.54;0.0;5.37;3.513333333333333;16.55;0.0;6.01;1.655;16.549999999999997;0.0;6.01;0.6619999999999999;40.08;0.0;6.16;0.8016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.54;0.0;5.37;3.513333333333333;16.55;0.0;6.01;1.655;16.549999999999997;0.0;6.01;0.6619999999999999;40.08;0.0;6.16;0.8016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.54;0.0;5.37;3.513333333333333;16.55;0.0;6.01;1.655;16.549999999999997;0.0;6.01;0.6619999999999999;40.08;0.0;6.16;0.8016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;10.0;6.666666666666667;35.0;0.0;15.0;3.5;35.0;0.0;15.0;1.4;95.0;0.0;15.0;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.6666666666666666;3.0;0.0;1.0;0.3;3.0;0.0;1.0;0.12;7.0;0.0;1.0;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;10.0;6.666666666666667;35.0;0.0;15.0;3.5;35.0;0.0;15.0;1.4;95.0;0.0;15.0;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;10.0;6.666666666666667;35.0;0.0;15.0;3.5;35.0;0.0;15.0;1.4;95.0;0.0;15.0;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;10.0;6.666666666666667;35.0;0.0;15.0;3.5;35.0;0.0;15.0;1.4;95.0;0.0;15.0;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True
Восточно-Казахстанская область;1967;5.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.67;0.0;5.5;3.556666666666666;16.57;0.0;5.9;1.657;22.387500000000003;0.0;5.9;0.8955000000000001;39.8775;0.0;6.03;0.79755;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.6666666666666666;3.0;0.0;1.0;0.3;7.0;0.0;4.0;0.28;10.0;0.0;4.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.67;0.0;5.5;3.556666666666666;16.57;0.0;5.9;1.657;22.24;0.0;5.9;0.8896000000000001;39.73;0.0;6.03;0.7946000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.67;0.0;5.5;3.556666666666666;16.57;0.0;5.9;1.657;22.35;0.0;5.9;0.894;39.84;0.0;6.03;0.7968000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.67;0.0;5.5;3.556666666666666;16.57;0.0;5.9;1.657;22.61;0.0;6.04;0.9044;40.1;0.0;6.04;0.802;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1645954636879965;0.0;0.1645954636879965;0.0065838185475198;0.1645954636879965;0.0;0.1645954636879965;0.0032919092737599;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;15.0;10.0;45.0;0.0;15.0;4.5;64.825;0.0;19.825;2.593;109.825;0.0;19.825;2.1965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.6666666666666666;3.0;0.0;1.0;0.3;7.0;0.0;4.0;0.28;10.0;0.0;4.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;15.0;10.0;45.0;0.0;15.0;4.5;64.3;0.0;19.3;2.572;109.3;0.0;19.3;2.186;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;15.0;10.0;45.0;0.0;15.0;4.5;65.0;0.0;20.0;2.6;110.0;0.0;20.0;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;15.0;10.0;45.0;0.0;15.0;4.5;65.0;0.0;20.0;2.6;110.0;0.0;20.0;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3499999999999994;0.0;0.3499999999999994;0.0139999999999999;0.3499999999999994;0.0;0.3499999999999994;0.0069999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True
Алматинская область;1984;5.0;4.87;10.0;4.3;4.6;5.9;0.598238153989604;32.3;10.0;19.0;33.0;59.0;11.804424782446812;14.114444444444445;4.62;4.844444444444445;4.704814814814815;48.05457431457432;4.62;4.925;4.805457431457432;119.13061976911978;0.0;6.31;4.765224790764791;208.51061976911976;0.0;7.0600000000000005;4.170212395382396;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;6.0;10.0;8.333333333333334;86.0;4.0;16.0;8.6;149.0;0.0;16.0;5.96;183.0;0.0;16.0;3.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.8;4.1;4.4;4.266666666666667;43.0;3.9;4.6;4.3;111.91;0.0;6.31;4.476400000000001;199.36;0.0;7.03;3.9872;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.9;4.5;4.8;4.633333333333334;47.15;4.5;4.9;4.715;117.445;0.0;6.31;4.6978;206.485;0.0;7.0600000000000005;4.1297;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.1;5.0;5.8;5.366666666666667;55.7;5.0;7.1;5.57;131.4;0.0;7.1;5.256;223.54;0.0;7.36;4.4708000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0253988888175212;0.2097617696340301;0.4824704942043377;0.3417996296058403;4.044474340521176;0.1976047040118709;0.6688298238964326;0.4044474340521176;6.695792717340614;0.0;0.6688298238964326;0.2678317086936246;9.224808089056651;0.0;0.7288895663953492;0.184496161781133;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;102.7277777777778;31.27777777777778;38.45;34.242592592592594;339.2734487734488;27.5;40.85714285714285;33.92734487734488;602.292582972583;0.0;40.85714285714285;24.09170331890332;873.9592496392496;0.0;40.85714285714285;17.479184992784994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;6.0;10.0;8.333333333333334;86.0;4.0;16.0;8.6;149.0;0.0;16.0;5.96;183.0;0.0;16.0;3.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0;24.0;33.0;30.0;262.0;16.0;33.0;26.2;463.8;0.0;33.2;18.552;708.8;0.0;35.0;14.175999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99.0;33.0;33.0;33.0;327.5;29.5;34.0;32.75;581.2;0.0;34.0;23.248;848.7;0.0;35.0;16.974;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;133.8;33.0;67.8;44.6;470.8;33.0;67.8;47.08;824.2;0.0;67.8;32.968;1139.2;0.0;67.8;22.784;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.502341279360197;0.0;12.028230681747557;5.167447093120066;72.51436241998002;0.0;12.772738827004066;7.251436241998002;140.33640623670573;0.0;14.142135623730953;5.613456249468229;171.5383148632797;0.0;20.59530690877576;3.430766297265594;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False
Туркестанская область;2016;4.8;4.4;2.0;4.4;4.4;4.4;0.0;12.6;2.0;10.0;12.6;15.2;3.676955262170047;13.266666666666666;4.333333333333333;4.583333333333333;4.422222222222222;38.63333333333333;0.0;4.583333333333333;3.863333333333333;93.8304761904762;0.0;4.9;3.753219047619048;174.49380952380952;0.0;5.4;3.48987619047619;197.14380952380952;0.0;6.06;2.464297619047619;209.4038095238095;0.0;6.16;2.094038095238095;11.0;2.0;6.0;3.6666666666666665;29.0;0.0;6.0;2.9;59.0;0.0;7.0;2.36;108.0;0.0;20.0;2.16;112.0;0.0;20.0;1.4;114.0;0.0;20.0;1.14;12.299999999999995;4.0;4.2;4.099999999999999;36.8;0.0;4.4;3.6800000000000006;90.8;0.0;4.8;3.632;168.73000000000002;0.0;5.4;3.3746000000000005;191.38;0.0;6.06;2.39225;203.64;0.0;6.16;2.0364;13.25;4.35;4.5;4.416666666666667;38.4;0.0;4.5;3.84;93.5;0.0;4.9;3.74;174.08;0.0;5.4;3.4816000000000003;196.73;0.0;6.06;2.459125;208.99;0.0;6.16;2.0899;14.4;4.5;5.3;4.8;41.0;0.0;5.3;4.1;97.9;0.0;5.3;3.916;181.53;0.0;5.5;3.6306;204.18;0.0;6.06;2.55225;216.44;0.0;6.16;2.1644;0.9438608091045004;0.2121320343559638;0.4262237284181474;0.3146202697015001;1.8653269696913228;0.0;0.4262237284181474;0.1865326969691322;3.4005729416685324;0.0;0.4949747468305832;0.1360229176667413;6.610766467160395;0.0;0.7778174593052022;0.1322153293432079;6.610766467160395;0.0;0.7778174593052022;0.0826345808395049;6.610766467160395;0.0;0.7778174593052022;0.0661076646716039;88.21166666666666;19.905;38.13;29.403888888888886;221.0533333333333;0.0;38.23333333333333;22.10533333333333;659.7319047619047;0.0;100.0;26.38927619047619;1192.3369047619049;0.0;100.0;23.8467380952381;1247.3369047619049;0.0;100.0;15.591711309523811;1277.3369047619049;0.0;100.0;12.773369047619047;11.0;2.0;6.0;3.6666666666666665;29.0;0.0;6.0;2.9;59.0;0.0;7.0;2.36;108.0;0.0;20.0;2.16;112.0;0.0;20.0;1.4;114.0;0.0;20.0;1.14;61.400000000000006;11.72;33.74;20.46666666666667;118.20000000000002;0.0;33.74;11.820000000000002;510.4;0.0;100.0;20.416;983.0;0.0;100.0;19.66;1038.0;0.0;100.0;12.975;1068.0;0.0;100.0;10.68;89.64500000000001;17.705;38.13;29.88166666666667;222.495;0.0;43.8;22.2495;665.445;0.0;100.0;26.617800000000003;1195.995;0.0;100.0;23.9199;1250.995;0.0;100.0;15.6374375;1280.995;0.0;100.0;12.80995;123.6;40.3;42.52;41.2;344.2;0.0;60.9;34.42;826.4;0.0;100.0;33.056;1425.0;0.0;100.0;28.5;1480.0;0.0;100.0;18.5;1510.0;0.0;100.0;15.1;29.459867245325352;6.208397538817888;12.812385934451608;9.819955748441783;117.81939352863556;0.0;26.94076836320746;11.781939352863557;173.42962707164662;0.0;26.94076836320746;6.937185082865865;255.3656139599937;0.0;26.94076836320746;5.107312279199874;255.3656139599937;0.0;26.94076836320746;3.1920701744999214;255.3656139599937;0.0;26.94076836320746;2.553656139599937;False
Мангистауская область;2008;4.7;4.342857142857143;14.0;3.9;4.35;4.7;0.2765565339736461;39.2;14.0;33.0;33.0;67.9;10.61428645378845;11.847023809523808;3.75;4.109523809523809;3.949007936507936;40.70178571428571;3.75;4.342857142857143;4.070178571428571;108.51413003663004;3.75;4.95;4.340565201465202;209.79996336996336;0.0;6.0;4.195999267399268;254.76996336996336;0.0;6.0;3.184624542124542;260.0299633699633;0.0;6.0;2.6002996336996334;53.0;16.0;21.0;17.666666666666668;155.0;8.0;24.0;15.5;248.0;2.0;24.0;9.92;324.0;0.0;24.0;6.48;334.0;0.0;24.0;4.175;335.0;0.0;24.0;3.35;10.0;3.1;3.6;3.333333333333333;34.5;3.1;3.9;3.45;96.5;3.1;4.7;3.86;192.91;0.0;6.0;3.8582;237.39;0.0;6.0;2.967375;242.65;0.0;6.0;2.4265;11.65;3.65;4.0;3.883333333333333;40.45;3.65;4.35;4.045;107.85;3.65;4.95;4.314;208.94;0.0;6.0;4.1788;253.91;0.0;6.0;3.173875;259.17;0.0;6.0;2.5917000000000003;14.1;4.4;4.9;4.7;47.400000000000006;4.1;5.7;4.74;121.4;4.1;5.7;4.856;228.25;0.0;6.7;4.565;273.71000000000004;0.0;6.7;3.4213750000000003;278.97;0.0;6.7;2.7897000000000003;1.1415192372948963;0.2500000000000001;0.4661902329879223;0.3805064124316321;3.8610810293705016;0.2256304299271064;0.5729247364385557;0.3861081029370501;8.249164354818564;0.0577350269189628;0.5729247364385557;0.3299665741927425;12.58229165926741;0.0;0.6480740698407859;0.2516458331853482;13.275256304830226;0.0;0.6480740698407859;0.1659407038103778;13.275256304830226;0.0;0.6480740698407859;0.1327525630483022;92.0627976190476;29.419047619047618;31.8375;30.687599206349205;359.66363095238097;29.419047619047618;44.06;35.966363095238094;929.8283745421244;27.325;60.271428571428565;37.19313498168498;1636.5908745421243;0.0;60.271428571428565;32.73181749084249;1806.5908745421243;0.0;60.271428571428565;22.58238593177656;1841.5908745421243;0.0;60.271428571428565;18.415908745421245;53.0;16.0;21.0;17.666666666666668;155.0;8.0;24.0;15.5;248.0;2.0;24.0;9.92;324.0;0.0;24.0;6.48;334.0;0.0;24.0;4.175;335.0;0.0;24.0;3.35;22.7;2.7;10.0;7.566666666666666;149.3;2.7;33.0;14.93;570.2;2.7;33.0;22.808000000000003;1133.0;0.0;53.3;22.66;1293.0;0.0;53.3;16.1625;1328.0;0.0;53.3;13.28;92.95;27.5;33.55;30.98333333333333;325.75;27.5;34.8;32.575;854.75;27.5;67.0;34.19;1556.05;0.0;67.0;31.121;1726.05;0.0;67.0;21.575625;1761.05;0.0;67.0;17.6105;214.7;64.1;84.1;71.56666666666666;797.8;64.1;134.9;79.78;1623.6;33.0;146.2;64.944;2483.6;0.0;146.2;49.672;2663.6;0.0;146.2;33.295;2698.6;0.0;146.2;26.986;63.11772098901494;16.839525499479464;26.579211801706982;21.03924032967165;192.6380266354576;10.61428645378845;36.709848195619855;19.26380266354576;362.2206638304761;0.0;45.34532684485433;14.488826553219043;522.2877308459509;0.0;45.34532684485433;10.445754616919018;536.4298664696819;0.0;45.34532684485433;6.705373330871024;536.4298664696819;0.0;45.34532684485433;5.364298664696819;False
